Sample in Buffer,Sample in Window,TRIGGER,count_1[19:0],debug_1[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED
479,479,0,17389,62231
480,480,0,19104,62231
481,481,0,22332,62231
482,482,0,23219,62231
483,483,0,24935,5817
484,484,0,27516,5817
485,485,0,29177,5817
486,486,0,31209,5817
487,487,0,33763,5817
488,488,0,35361,2512
489,489,0,36973,2512
490,490,0,40061,2512
491,491,0,40591,2512
492,492,0,42727,2512
493,493,0,45292,8329
494,494,0,46827,8329
495,495,0,48457,8329
496,496,0,53063,8329
497,497,0,54639,8329
498,498,0,56705,10841
499,499,0,58852,10841
500,500,0,59871,10841
501,501,0,61895,10841
502,502,0,64594,10841
503,503,0,66169,19170
504,504,0,67747,19170
505,505,0,70464,19170
506,506,0,72013,19170
507,507,0,73650,19170
508,508,0,76379,30011
509,509,0,77375,30011
510,510,0,79660,30011
511,511,0,82291,30011
512,512,1,83619,30011
513,513,0,85342,49181
514,514,0,79136,49181
515,515,0,81303,49181
516,516,0,82972,49181
517,517,0,85546,49181
518,518,0,87724,13656
519,519,0,88204,13656
520,520,0,89757,13656
521,521,0,108851,13656
522,522,0,110316,13656
523,523,0,112524,62837
524,524,0,114977,62837
525,525,0,116578,62837
526,526,0,118358,62837
527,527,0,121380,62837
528,528,0,122092,10957
529,529,0,123538,10957
530,530,0,126089,10957
531,531,0,128223,10957
532,532,0,129780,10957
533,533,0,132507,8258
534,534,0,134075,8258
535,535,0,136266,8258
536,536,0,139057,8258
537,537,0,139964,8258
538,538,0,141720,19215
539,539,0,144682,19215
540,540,0,146208,19215
541,541,0,147480,19215
542,542,0,149945,19215
543,543,0,152143,27473
544,544,0,153597,27473
545,545,0,107082,27473
546,546,0,107826,27473
547,547,0,114092,27473
548,548,0,116645,46688
549,549,0,118183,46688
550,550,0,119782,46688
551,551,0,122401,46688
552,552,0,124489,46688
553,553,0,126017,8625
554,554,0,128726,8625
555,555,0,129701,8625
556,556,0,131353,8625
557,557,0,133888,8625
558,558,0,136094,55313
559,559,0,132919,55313
560,560,0,135473,55313
561,561,0,137209,55313
562,562,0,138677,55313
563,563,0,141936,63938
564,564,0,142594,63938
565,565,0,143981,63938
566,566,0,146627,63938
567,567,0,148051,63938
568,568,0,150367,53715
569,569,0,0,53715
570,570,0,1527,53715
571,571,0,3186,53715
572,572,0,4663,53715
573,573,0,6370,52117
574,574,0,8267,52117
575,575,0,9488,52117
576,576,0,12236,52117
577,577,0,13786,52117
578,578,0,15309,40296
579,579,0,17929,40296
580,580,0,19343,40296
581,581,0,21168,40296
582,582,0,23696,40296
583,583,0,25809,26877
584,584,0,27340,26877
585,585,0,30073,26877
586,586,0,31446,26877
587,587,0,33002,26877
588,588,0,35745,1637
589,589,0,37265,1637
590,590,0,38955,1637
591,591,0,41566,1637
592,592,0,42542,1637
593,593,0,44176,28514
594,594,0,46798,28514
595,595,0,48381,28514
596,596,0,49979,28514
597,597,0,52539,28514
598,598,0,54058,30151
599,599,0,55890,30151
600,600,0,58937,30151
601,601,0,60651,30151
602,602,0,62160,30151
603,603,0,64737,58665
604,604,0,67002,58665
605,605,0,68431,58665
606,606,0,70213,58665
607,607,0,71704,58665
608,608,0,73829,23280
609,609,0,76438,23280
610,610,0,77997,23280
611,611,0,79612,23280
612,612,0,82754,23280
613,613,0,84312,16409
614,614,0,85863,16409
615,615,0,88003,16409
616,616,0,85486,16409
617,617,0,86944,16409
618,618,0,90006,39689
619,619,0,91691,39689
620,620,0,92676,39689
621,621,0,94429,39689
622,622,0,113857,39689
623,623,0,115398,56098
624,624,0,116639,56098
625,625,0,119276,56098
626,626,0,120793,56098
627,627,0,122837,56098
628,628,0,125472,30251
629,629,0,126126,30251
630,630,0,127891,30251
631,631,0,130401,30251
632,632,0,132348,30251
633,633,0,134066,20813
634,634,0,136698,20813
635,635,0,138284,20813
636,636,0,140406,20813
637,637,0,142881,20813
638,638,0,143973,51064
639,639,0,145547,51064
640,640,0,148900,51064
641,641,0,150475,51064
642,642,0,151449,51064
643,643,0,154095,6341
644,644,0,156126,6341
645,645,0,157802,6341
646,646,0,111188,6341
647,647,0,111665,6341
648,648,0,113461,57405
649,649,0,116431,57405
650,650,0,118153,57405
651,651,0,119739,57405
652,652,0,122208,57405
653,653,0,124422,63746
654,654,0,125831,63746
655,655,0,128642,63746
656,656,0,129745,63746
657,657,0,131313,63746
658,658,0,134419,55615
659,659,0,135968,55615
660,660,0,133470,55615
661,661,0,139521,55615
662,662,0,141094,55615
663,663,0,143325,53825
664,664,0,145799,53825
665,665,0,146326,53825
666,666,0,147946,53825
667,667,0,150659,53825
668,668,0,152292,43904
669,669,0,154271,43904
670,670,0,0,43904
671,671,0,1521,43904
672,672,0,3221,43904
673,673,0,4818,32193
674,674,0,7120,32193
675,675,0,8760,32193
676,676,0,10421,32193
677,677,0,13074,32193
678,678,0,14901,10561
679,679,0,16687,10561
680,680,0,18682,10561
681,681,0,20388,10561
682,682,0,21857,10561
683,683,0,24473,42754
684,684,0,25383,42754
685,685,0,27132,42754
686,686,0,29684,42754
687,687,0,31315,42754
688,688,0,35440,53315
689,689,0,37985,53315
690,690,0,39704,53315
691,691,0,41122,53315
692,692,0,44460,53315
693,693,0,45534,30533
694,694,0,47188,30533
695,695,0,49822,30533
696,696,0,51517,30533
697,697,0,53598,30533
698,698,0,55579,18312
699,699,0,57331,18312
700,700,0,58870,18312
701,701,0,62048,18312
702,702,0,63016,18312
703,703,0,64530,48845
704,704,0,67306,48845
705,705,0,69334,48845
706,706,0,70953,48845
707,707,0,72994,48845
708,708,0,74580,1621
709,709,0,76251,1621
710,710,0,75113,1621
711,711,0,76264,1621
712,712,0,77778,1621
713,713,0,80349,50466
714,714,0,81929,50466
715,715,0,84107,50466
716,716,0,82123,50466
717,717,0,83825,50466
718,718,0,85262,52087
719,719,0,88432,52087
720,720,0,89994,52087
721,721,0,90551,52087
722,722,0,92148,52087
723,723,0,111561,37017
724,724,0,113317,37017
725,725,0,114429,37017
726,726,0,116880,37017
727,727,0,118602,37017
728,728,0,120697,23568
729,729,0,123254,23568
730,730,0,124360,23568
731,731,0,125979,23568
732,732,0,128713,23568
733,733,0,130191,60585
734,734,0,134340,60585
735,735,0,136948,60585
736,736,0,138599,60585
737,737,0,140263,60585
738,738,0,142971,18617
739,739,0,144205,18617
740,740,0,145894,18617
741,741,0,148373,18617
742,742,0,150136,18617
743,743,0,151266,13666
744,744,0,154399,13666
745,745,0,155944,13666
746,746,0,157618,13666
747,747,0,110829,13666
748,748,0,111391,32283
749,749,0,113029,32283
750,750,0,116144,32283
751,751,0,117916,32283
752,752,0,118959,32283
753,753,0,121473,45949
754,754,0,123711,45949
755,755,0,125184,45949
756,756,0,127874,45949
757,757,0,129481,45949
758,758,0,131445,12696
759,759,0,134149,12696
760,760,0,135635,12696
761,761,0,133219,12696
762,762,0,143508,12696
763,763,0,141269,58645
764,764,0,143087,58645
765,765,0,145512,58645
766,766,0,146654,58645
767,767,0,148149,58645
768,768,0,150616,5805
769,769,0,152815,5805
770,770,0,154307,5805
771,771,0,0,5805
772,772,0,1394,5805
773,773,0,2992,64450
774,774,0,4519,64450
775,775,0,6179,64450
776,776,0,8395,64450
777,777,0,10027,64450
778,778,0,12571,4719
779,779,0,14116,4719
780,780,0,15811,4719
781,781,0,17755,4719
782,782,0,19431,4719
783,783,0,20821,3633
784,784,0,23458,3633
785,785,0,25127,3633
786,786,0,26603,3633
787,787,0,29890,3633
788,788,0,31240,8352
789,789,0,32623,8352
790,790,0,34973,8352
791,791,0,36467,8352
792,792,0,38698,8352
793,793,0,41129,11985
794,794,0,41672,11985
795,795,0,43399,11985
796,796,0,45779,11985
797,797,0,48069,11985
798,798,0,49586,20337
799,799,0,52071,20337
800,800,0,53805,20337
801,801,0,55229,20337
802,802,0,57874,20337
803,803,0,58889,32322
804,804,0,60620,32322
805,805,0,63199,32322
806,806,0,64844,32322
807,807,0,66354,32322
808,808,0,68971,52659
809,809,0,70499,52659
810,810,0,71972,52659
811,811,0,70505,52659
812,812,0,72017,52659
813,813,0,73578,19445
814,814,0,76741,19445
815,815,0,78189,19445
816,816,0,79798,19445
817,817,0,82288,19445
818,818,0,79514,6568
819,819,0,81078,6568
820,820,0,83061,6568
821,821,0,85855,6568
822,822,0,86875,6568
823,823,0,89129,26013
824,824,0,108061,26013
825,825,0,109506,26013
826,826,0,110619,26013
827,827,0,113152,26013
828,828,0,114871,32581
829,829,0,116900,32581
830,830,0,119489,32581
831,831,0,120642,32581
832,832,0,122655,32581
